person_id,person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
36767,31.0,male,94517.0,8,MORTGAGE,8000.0,9.86,0.08,7.0,651,Yes,0
39161,27.0,female,104463.0,7,RENT,6000.0,6.54,0.06,9.0,624,Yes,0
33427,30.0,male,211010.0,7,MORTGAGE,15000.0,11.22,0.07,8.0,532,Yes,0
12720,25.0,female,103224.0,6,MORTGAGE,12000.0,14.65,0.12,4.0,623,Yes,0
14771,25.0,male,138648.0,4,MORTGAGE,19000.0,13.49,0.14,4.0,672,Yes,0
2590,24.0,male,43094.0,1,RENT,3000.0,10.74,0.07,2.0,571,Yes,0
31038,45.0,female,90905.0,19,MORTGAGE,10000.0,14.27,0.11,17.0,693,No,0
6677,24.0,male,60919.0,0,MORTGAGE,12000.0,5.42,0.2,2.0,611,No,0
2603,22.0,male,46656.0,0,RENT,3000.0,10.28,0.06,3.0,654,Yes,0
9697,25.0,male,95135.0,1,RENT,8400.0,13.48,0.09,3.0,536,Yes,0
25267,27.0,male,50990.0,3,RENT,12000.0,16.0,0.24,5.0,627,No,1
40665,27.0,female,224452.0,5,MORTGAGE,10000.0,11.71,0.04,6.0,704,No,0
43445,23.0,female,55900.0,0,RENT,17244.0,10.14,0.31,3.0,667,No,1
13535,23.0,female,79207.0,0,RENT,12500.0,11.48,0.16,4.0,652,Yes,0
20573,27.0,female,50579.0,9,OWN,4500.0,7.49,0.09,5.0,711,No,0
23281,29.0,female,33273.0,6,RENT,5000.0,6.76,0.15,9.0,674,Yes,0
24542,28.0,female,65467.0,5,RENT,10000.0,16.49,0.15,7.0,717,No,1
10138,23.0,female,79056.0,0,MORTGAGE,12800.0,8.38,0.16,2.0,646,Yes,0
40484,38.0,male,100547.0,14,RENT,2875.0,12.37,0.03,11.0,663,Yes,0
3863,24.0,male,47780.0,2,MORTGAGE,1200.0,11.01,0.03,2.0,667,Yes,0
14594,22.0,male,47572.0,0,RENT,2000.0,14.84,0.04,2.0,602,No,1
11797,24.0,female,92305.0,0,MORTGAGE,6000.0,8.9,0.07,3.0,645,Yes,0
20028,33.0,male,25030.0,9,RENT,3625.0,6.99,0.14,9.0,611,Yes,0
21685,31.0,female,57700.0,13,RENT,6000.0,6.99,0.1,7.0,650,Yes,0
10910,22.0,male,47956.0,0,RENT,10000.0,11.01,0.21,3.0,569,No,1
34145,27.0,female,65883.0,8,MORTGAGE,6000.0,13.46,0.09,7.0,582,Yes,0
18802,28.0,female,33304.0,7,OWN,5600.0,5.42,0.17,8.0,666,Yes,0
42078,27.0,female,70574.0,8,RENT,4000.0,10.0,0.06,10.0,660,Yes,0
13842,24.0,female,116687.0,2,MORTGAGE,14400.0,7.88,0.12,4.0,645,Yes,0
16467,24.0,male,19750.0,2,RENT,4200.0,11.01,0.21,2.0,661,No,1
1293,22.0,female,69519.0,2,RENT,16000.0,17.27,0.23,3.0,625,No,1
33356,22.0,male,76407.0,0,MORTGAGE,4743.0,9.94,0.06,4.0,647,Yes,0
8667,22.0,female,36947.0,0,RENT,8000.0,12.53,0.22,2.0,597,Yes,0
20936,30.0,male,97050.0,7,RENT,8900.0,6.17,0.09,10.0,709,No,0
39193,27.0,male,41914.0,6,RENT,3394.0,10.72,0.08,7.0,587,Yes,0
5830,24.0,male,40271.0,0,RENT,5500.0,11.11,0.14,4.0,580,No,0
11067,23.0,male,58287.0,0,RENT,10000.0,15.62,0.17,2.0,608,Yes,0
4953,22.0,male,49908.0,1,RENT,5000.0,11.01,0.1,2.0,692,No,0
17034,23.0,female,44203.0,0,RENT,4000.0,10.99,0.09,3.0,616,No,1
29953,50.0,male,37028.0,28,RENT,5000.0,12.84,0.14,15.0,703,No,0
21572,32.0,female,42020.0,14,RENT,6000.0,14.65,0.14,8.0,569,Yes,0
22128,30.0,female,63261.0,12,MORTGAGE,9000.0,12.49,0.14,6.0,661,No,0
37627,24.0,female,93699.0,2,MORTGAGE,5898.0,6.43,0.06,4.0,695,No,0
12995,22.0,male,104910.0,0,MORTGAGE,24000.0,13.85,0.23,2.0,632,No,0
20609,30.0,male,179061.0,10,RENT,10000.0,13.55,0.06,9.0,649,Yes,0
3298,22.0,male,36917.0,0,RENT,3600.0,12.21,0.1,3.0,578,Yes,0
32440,55.0,female,61739.0,34,RENT,8000.0,5.79,0.13,26.0,587,Yes,0
29253,50.0,female,142680.0,25,RENT,24250.0,13.92,0.17,12.0,630,No,1
28820,29.0,female,216931.0,10,MORTGAGE,20000.0,11.01,0.09,6.0,586,Yes,0
17195,23.0,female,121228.0,1,MORTGAGE,14000.0,6.17,0.12,4.0,657,No,0
29651,37.0,male,73055.0,16,RENT,3000.0,12.53,0.04,11.0,744,No,0
2002,22.0,male,39399.0,1,RENT,14000.0,13.49,0.36,2.0,624,No,1
9060,23.0,female,71285.0,5,RENT,8000.0,11.01,0.11,3.0,632,Yes,0
22850,29.0,male,71629.0,3,MORTGAGE,16000.0,9.88,0.22,6.0,667,Yes,0
5789,21.0,female,17798.0,0,RENT,5500.0,11.48,0.31,3.0,568,No,1
13361,22.0,male,108886.0,0,MORTGAGE,20000.0,11.26,0.18,2.0,598,Yes,0
21168,34.0,female,55090.0,11,MORTGAGE,5000.0,9.63,0.09,9.0,634,Yes,0
25149,30.0,male,97061.0,8,MORTGAGE,8000.0,13.92,0.08,8.0,687,No,0
30133,36.0,male,60984.0,14,RENT,5500.0,8.32,0.09,16.0,623,Yes,0
43784,26.0,male,78977.0,0,RENT,28000.0,7.9,0.35,7.0,517,No,1
26825,27.0,male,138978.0,4,MORTGAGE,14400.0,12.69,0.1,6.0,674,No,0
13955,26.0,female,119678.0,4,MORTGAGE,5000.0,11.49,0.04,2.0,542,Yes,0
44050,29.0,male,111904.0,8,MORTGAGE,2179.0,8.36,0.02,4.0,656,No,1
14161,26.0,male,36814.0,1,OWN,6000.0,7.9,0.16,2.0,606,Yes,0
24082,31.0,male,84798.0,9,MORTGAGE,3000.0,8.9,0.04,8.0,547,Yes,0
769,24.0,male,26747.0,1,MORTGAGE,2000.0,14.84,0.07,2.0,704,No,1
17011,22.0,female,42831.0,0,RENT,5700.0,12.99,0.13,2.0,686,Yes,0
4593,26.0,female,136440.0,6,RENT,10000.0,13.72,0.07,3.0,666,No,0
40996,23.0,male,44305.0,1,MORTGAGE,5500.0,10.86,0.12,3.0,669,Yes,0
15278,23.0,male,154495.0,1,MORTGAGE,3000.0,14.72,0.02,4.0,595,No,0
43324,25.0,female,80194.0,3,RENT,17649.0,15.32,0.22,4.0,590,No,1
24674,28.0,male,83977.0,6,MORTGAGE,15000.0,6.54,0.18,5.0,654,No,1
36818,26.0,female,124964.0,5,MORTGAGE,28882.0,11.01,0.23,4.0,664,Yes,0
41918,24.0,female,114831.0,0,MORTGAGE,6468.0,8.3,0.06,3.0,469,Yes,0
8717,22.0,male,73051.0,0,MORTGAGE,10000.0,7.9,0.14,4.0,585,Yes,0
8009,25.0,female,39985.0,2,RENT,7200.0,9.51,0.18,4.0,602,Yes,0
21415,28.0,male,113339.0,5,RENT,5600.0,11.99,0.05,10.0,669,Yes,0
43550,22.0,male,89747.0,0,MORTGAGE,10000.0,8.91,0.11,3.0,646,No,1
496,25.0,male,63311.0,1,RENT,22000.0,10.74,0.35,2.0,689,No,1
29813,39.0,female,41894.0,19,RENT,4000.0,11.01,0.1,13.0,679,No,1
16035,26.0,male,114040.0,4,MORTGAGE,5000.0,7.68,0.04,3.0,636,Yes,0
4929,25.0,male,52223.0,3,OWN,10000.0,15.76,0.19,3.0,563,Yes,0
37440,29.0,male,252210.0,0,MORTGAGE,23317.0,11.19,0.09,7.0,694,Yes,0
19308,34.0,female,66731.0,10,RENT,2500.0,7.88,0.04,8.0,671,No,0
4272,23.0,male,75470.0,3,RENT,4500.0,12.42,0.06,2.0,574,Yes,0
6599,24.0,female,60807.0,1,MORTGAGE,9600.0,6.99,0.16,3.0,614,Yes,0
26927,32.0,female,145174.0,12,MORTGAGE,8000.0,8.9,0.06,6.0,622,No,0
17296,23.0,male,24035.0,3,MORTGAGE,3000.0,11.01,0.12,3.0,658,No,1
734,23.0,female,91541.0,4,RENT,20000.0,16.32,0.22,3.0,628,No,0
14804,24.0,female,138911.0,1,MORTGAGE,8000.0,7.51,0.06,4.0,604,Yes,0
33942,37.0,male,51087.0,15,RENT,2000.0,15.01,0.04,14.0,641,Yes,0
33589,26.0,female,63342.0,0,MORTGAGE,5000.0,15.13,0.08,4.0,586,Yes,0
43494,24.0,female,94441.0,2,MORTGAGE,19553.0,15.62,0.21,4.0,581,No,1
12792,23.0,male,103117.0,2,MORTGAGE,7200.0,6.92,0.07,4.0,660,Yes,0
36528,36.0,male,62241.0,14,RENT,4855.0,11.79,0.08,13.0,700,Yes,0
7883,24.0,male,66961.0,3,MORTGAGE,4200.0,15.23,0.06,3.0,670,Yes,0
38841,24.0,female,91190.0,4,MORTGAGE,10000.0,9.48,0.11,3.0,641,Yes,0
26008,30.0,female,54290.0,9,RENT,13000.0,16.32,0.24,6.0,695,No,1
21001,30.0,male,54840.0,6,MORTGAGE,7500.0,7.9,0.14,5.0,566,Yes,0
24627,32.0,male,91113.0,10,MORTGAGE,5000.0,11.49,0.05,8.0,630,Yes,0
2289,26.0,male,58666.0,4,RENT,13000.0,11.26,0.22,3.0,617,Yes,0
44771,25.0,male,61090.0,5,RENT,25000.0,12.57,0.41,5.0,551,No,1
5028,25.0,female,55949.0,0,RENT,5000.0,11.01,0.09,2.0,573,Yes,0
20269,29.0,male,73112.0,6,RENT,4000.0,7.88,0.05,5.0,594,Yes,0
34925,28.0,female,84875.0,7,RENT,15000.0,13.39,0.18,10.0,676,Yes,0
21865,30.0,female,61097.0,7,MORTGAGE,1875.0,8.0,0.03,9.0,629,Yes,0
3175,23.0,female,48791.0,3,RENT,3500.0,11.99,0.07,4.0,621,No,0
10952,22.0,male,84798.0,0,MORTGAGE,9600.0,15.37,0.11,2.0,635,No,0
24300,27.0,male,86389.0,4,RENT,4200.0,11.01,0.05,5.0,637,Yes,0
31303,36.0,female,76752.0,14,MORTGAGE,6250.0,13.49,0.08,12.0,671,No,1
8098,21.0,male,74302.0,0,RENT,7200.0,10.99,0.1,3.0,651,No,0
11598,26.0,female,90892.0,3,MORTGAGE,4000.0,5.79,0.04,3.0,682,No,0
42274,25.0,female,35919.0,3,RENT,10992.0,14.8,0.31,5.0,683,No,1
40782,36.0,female,62431.0,14,RENT,6439.0,14.99,0.1,13.0,684,No,0
8101,25.0,male,76807.0,0,RENT,7200.0,7.88,0.09,3.0,615,Yes,0
19667,30.0,male,52653.0,9,RENT,3200.0,8.0,0.06,5.0,598,Yes,0
12426,25.0,male,52590.0,0,RENT,12000.0,8.9,0.23,2.0,599,No,0
32222,41.0,male,111331.0,21,MORTGAGE,12000.0,7.66,0.11,13.0,705,No,0
37984,23.0,female,78944.0,3,MORTGAGE,7000.0,7.31,0.09,4.0,643,Yes,0
16981,25.0,male,66959.0,0,MORTGAGE,10000.0,8.94,0.15,4.0,606,Yes,0
41939,23.0,female,63809.0,0,MORTGAGE,6000.0,7.87,0.09,4.0,594,No,0
26458,33.0,male,124084.0,12,MORTGAGE,11000.0,11.14,0.09,8.0,589,Yes,0
39812,37.0,female,76321.0,11,RENT,5534.0,7.84,0.07,10.0,703,No,0
39515,30.0,female,39201.0,9,RENT,6595.0,14.65,0.17,9.0,658,No,0
40388,24.0,male,67990.0,1,MORTGAGE,2107.0,10.8,0.03,3.0,647,Yes,0
30954,42.0,female,61898.0,20,RENT,4200.0,7.49,0.07,11.0,680,Yes,0
24507,34.0,male,69105.0,10,RENT,10000.0,11.14,0.14,8.0,573,Yes,0
25443,29.0,female,86193.0,5,RENT,12000.0,13.16,0.14,9.0,635,Yes,0
6296,24.0,male,59592.0,0,MORTGAGE,8000.0,17.58,0.13,2.0,609,Yes,0
14633,22.0,male,133070.0,1,MORTGAGE,8000.0,13.85,0.06,2.0,657,Yes,0
21935,29.0,female,61714.0,7,OWN,9000.0,10.37,0.15,9.0,605,Yes,0
2027,21.0,male,15202.0,1,RENT,2200.0,11.01,0.14,3.0,617,No,1
14806,26.0,male,47595.0,5,RENT,15000.0,16.07,0.32,4.0,553,No,1
19615,33.0,male,112695.0,10,RENT,3000.0,11.01,0.03,7.0,681,No,0
7500,26.0,female,65106.0,4,OWN,13000.0,7.9,0.2,3.0,661,Yes,0
11380,23.0,male,89641.0,0,MORTGAGE,17500.0,11.01,0.2,2.0,645,No,0
25145,28.0,male,47402.0,3,RENT,12000.0,10.75,0.25,5.0,630,No,1
36072,22.0,male,121204.0,0,RENT,1200.0,8.59,0.01,3.0,697,No,0
43095,31.0,male,25106.0,9,RENT,8189.0,13.08,0.33,10.0,618,No,1
25738,34.0,female,109104.0,16,MORTGAGE,9900.0,5.99,0.09,5.0,709,No,0
14999,26.0,male,144953.0,3,MORTGAGE,10000.0,5.42,0.07,4.0,504,Yes,0
44117,25.0,male,23926.0,2,RENT,6000.0,8.39,0.25,3.0,668,No,1
23296,29.0,male,75701.0,10,RENT,8000.0,6.62,0.11,8.0,686,Yes,0
26633,27.0,male,131309.0,5,MORTGAGE,17600.0,7.88,0.13,8.0,660,Yes,0
36932,30.0,male,66985.0,4,MORTGAGE,6500.0,10.99,0.1,9.0,612,Yes,0
35082,29.0,male,109134.0,8,RENT,6000.0,13.98,0.05,8.0,706,Yes,0
3993,25.0,male,56529.0,1,RENT,4000.0,16.32,0.07,3.0,617,No,1
7050,23.0,male,30038.0,3,RENT,6250.0,12.53,0.21,3.0,618,Yes,0
2142,22.0,female,37288.0,0,MORTGAGE,6600.0,14.42,0.18,4.0,614,Yes,0
19975,28.0,female,47969.0,2,RENT,10400.0,10.37,0.22,10.0,664,No,0
5794,23.0,male,56967.0,0,OWN,15000.0,13.24,0.26,4.0,498,Yes,0
14816,26.0,female,47721.0,1,RENT,15000.0,15.37,0.31,2.0,680,No,1
2604,22.0,female,40385.0,0,MORTGAGE,12500.0,14.26,0.31,2.0,660,No,0
32133,37.0,female,70806.0,14,RENT,18200.0,10.99,0.26,17.0,528,No,1
27253,32.0,female,156899.0,11,MORTGAGE,13000.0,12.69,0.08,8.0,711,No,0
2081,22.0,female,22159.0,2,RENT,2400.0,13.61,0.11,3.0,678,No,0
9844,23.0,female,78658.0,0,MORTGAGE,10200.0,7.9,0.13,3.0,608,Yes,0
32337,52.0,male,103180.0,29,RENT,1000.0,8.9,0.01,28.0,642,Yes,0
27300,28.0,female,69612.0,4,RENT,15000.0,14.11,0.22,10.0,676,No,1
19582,35.0,male,42911.0,13,MORTGAGE,8000.0,9.91,0.19,5.0,651,No,0
33182,33.0,female,52595.0,11,RENT,10000.0,13.35,0.19,10.0,650,Yes,0
43442,29.0,female,23907.0,5,RENT,5000.0,9.25,0.21,5.0,683,No,1
37130,39.0,female,28343.0,13,RENT,5054.0,11.44,0.18,10.0,689,Yes,0
8266,22.0,male,42029.0,0,RENT,7500.0,12.53,0.18,4.0,630,No,1
40308,32.0,female,53742.0,7,RENT,8000.0,10.32,0.15,10.0,648,Yes,0
34756,26.0,female,70776.0,4,MORTGAGE,4576.0,12.28,0.06,9.0,569,Yes,0
28388,28.0,female,174884.0,2,MORTGAGE,25000.0,11.01,0.14,7.0,630,No,0
10012,25.0,female,30828.0,2,RENT,9250.0,8.59,0.3,4.0,682,No,1
495,25.0,female,53119.0,1,RENT,22000.0,13.11,0.41,2.0,597,No,1
1166,22.0,female,61297.0,2,RENT,16800.0,12.53,0.27,3.0,577,No,1
42968,23.0,female,46136.0,0,RENT,7000.0,9.31,0.15,3.0,696,No,1
19228,33.0,male,62400.0,12,RENT,13075.0,16.7,0.21,8.0,683,No,1
36499,25.0,male,98062.0,6,RENT,8158.0,10.08,0.08,7.0,681,Yes,0
25809,28.0,male,94634.0,3,MORTGAGE,24000.0,11.83,0.25,7.0,625,No,1
34972,26.0,female,47803.0,4,RENT,5000.0,11.54,0.1,6.0,576,Yes,0
32273,40.0,male,52544.0,17,MORTGAGE,2500.0,12.84,0.05,14.0,722,Yes,0
27580,27.0,male,181137.0,1,MORTGAGE,8000.0,17.19,0.04,5.0,671,No,0
32501,55.0,female,110547.0,34,MORTGAGE,10000.0,6.62,0.09,28.0,686,No,0
15508,23.0,male,169058.0,0,MORTGAGE,15000.0,15.58,0.09,3.0,642,Yes,0
4293,26.0,male,48992.0,3,MORTGAGE,6000.0,10.62,0.12,4.0,659,No,0
22744,31.0,male,103019.0,10,RENT,7500.0,10.08,0.07,5.0,649,Yes,0
24662,30.0,male,82934.0,6,RENT,10000.0,10.75,0.12,7.0,545,Yes,0
30505,39.0,male,69639.0,17,MORTGAGE,6300.0,10.99,0.09,17.0,593,Yes,0
30849,36.0,male,30175.0,13,RENT,10000.0,11.86,0.33,15.0,712,No,1
4783,24.0,male,51384.0,2,MORTGAGE,12000.0,10.38,0.23,4.0,657,No,0
12291,24.0,female,44293.0,0,RENT,12000.0,8.88,0.27,4.0,622,No,1
23739,33.0,female,78984.0,11,MORTGAGE,2000.0,7.88,0.03,7.0,633,No,0
39346,45.0,female,72702.0,24,MORTGAGE,4800.0,10.99,0.07,15.0,721,No,0
32498,63.0,male,2139143.0,43,RENT,12025.0,14.27,0.01,30.0,724,No,0
41706,23.0,female,51147.0,0,MORTGAGE,3500.0,9.7,0.07,3.0,696,No,0
24964,31.0,female,42926.0,9,RENT,11400.0,6.91,0.27,8.0,636,No,1
18182,30.0,male,188109.0,6,RENT,25000.0,9.88,0.13,7.0,698,Yes,0
23774,32.0,female,30586.0,14,RENT,9600.0,7.14,0.31,9.0,720,No,1
1807,25.0,female,36093.0,3,MORTGAGE,10000.0,7.74,0.28,3.0,663,Yes,0
39827,24.0,female,82271.0,1,RENT,10000.0,16.02,0.12,2.0,651,No,0
1912,22.0,male,61499.0,2,RENT,2000.0,11.01,0.03,4.0,659,Yes,0
10334,24.0,male,81570.0,3,MORTGAGE,1000.0,9.32,0.01,4.0,623,No,0
43160,27.0,male,53873.0,2,RENT,11522.0,10.13,0.21,4.0,683,No,1
7528,23.0,female,37183.0,0,RENT,6400.0,6.99,0.17,4.0,626,No,0
2123,23.0,female,36471.0,0,MORTGAGE,1000.0,7.4,0.03,2.0,685,Yes,0
2770,24.0,male,67085.0,0,RENT,12000.0,9.63,0.18,2.0,671,Yes,0
32419,57.0,male,85080.0,37,RENT,6600.0,10.99,0.08,21.0,692,Yes,0
36923,25.0,female,37020.0,6,RENT,4800.0,11.18,0.13,4.0,666,Yes,0
8105,24.0,female,67349.0,0,MORTGAGE,11000.0,7.29,0.16,3.0,679,Yes,0
22110,30.0,female,63301.0,12,MORTGAGE,5500.0,14.96,0.09,10.0,568,No,0
15247,25.0,male,152135.0,3,MORTGAGE,6000.0,6.92,0.04,3.0,663,Yes,0
36645,25.0,male,73049.0,4,MORTGAGE,4000.0,9.65,0.05,4.0,640,Yes,0
31681,37.0,male,111164.0,13,MORTGAGE,5000.0,19.47,0.04,16.0,685,No,1
17961,28.0,female,271082.0,3,MORTGAGE,30000.0,8.49,0.11,6.0,667,Yes,0
2383,24.0,female,58756.0,3,RENT,2500.0,13.35,0.04,4.0,641,Yes,0
